department id,product class id,product domain id,product group id,product id,sub product id,account id,account description,sub account id,sub account description,above value limit category,above value limit sub category,budget 2020,budget 2021,budget 2022,budget 2023,budget 2024,budget 2025
4,1,2,6,01,,11,Auszahlungen für Sach- und Dienstleistungen,1.2.6.01.7271000,Besondere Verwaltungs- und Betriebsauszahlungen,,,-11168.400000,-13000.000000,-13000.000000,-13000.000000,-13000.000000,-13000.000000
4,1,2,6,01,,12,Transferauszahlungen,1.2.6.01.7312000,Zuweisungen an Gemeinden und Gemeindeverbände,,,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-0.000000
4,1,2,6,01,,12,Transferauszahlungen,1.2.6.01.7318000,Zuschüsse an übrige Bereiche,,,-3200.000000,-3200.000000,-3200.000000,-0.000000,-0.000000,-3200.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7411000,Sonstige Personal- und Versorgungsauszahlungen,,,-276.330000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7421000,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,,,-85000.000000,-85000.000000,-85000.000000,-85000.000000,-61676.000000,-80000.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7429000,Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.),,,-4000.000000,-4000.000000,-4000.000000,-4000.000000,-3244.800000,-4000.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7431000,Geschäftsauszahlungen,,,-7500.000000,-7500.000000,-9952.710000,-7500.000000,-7500.000000,-7500.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,1.2.6.01.7431100,"Auszahlungen für Sachverständigen-,Gerichts-und ähnl.Kosten",,,-0.000000,-25000.000000,-0.000000,-20000.000000,-0.000000,-0.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7431400,Auszahlungen für Beitragsservice (GEZ),,,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-139.920000
4,1,2,6,01,,13,Sonstige Auszahlungen,1.2.6.01.7441000,"Steuern, Versicherungen, Schadensfälle",,,-4700.000000,-4700.000000,-4700.000000,-10041.300000,-4700.000000,-4700.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7452000,Erstatt. f.d. Ausz. v. Dritten aus lfd. Verwaltungstätigkeit an Gemeinde& GV,,,-39085.120000,-38000.000000,-38000.000000,-38000.000000,-38000.000000,-38000.000000
4,1,2,6,01,,13,Sonstige Auszahlungen,7482000,Besondere Auszahlungen Säumniszuschläge,,,-20.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,6,01,,18,Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,1.2.6.01/0100.6811000,Einz. a. Zuweisungen f. Investitionen u.Investitionsfördermaßnahmen Land,Anschaffungen 150 €  bis 1.000 € netto,Einzahlungen aus Investitionszuwendungen,0.000000,0.000000,0.000000,6000.000000,0.000000,0.000000
4,1,2,6,01,,18,Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,1.2.6.01/0500.6811000,Einz. a. Zuweisungen f. Investitionen u.Investitionsfördermaßnahmen Land,Fahrzeuge,Einzahlungen aus Investitionszuwendungen,125000.000000,125000.000000,0.000000,0.000000,0.000000,440000.000000
4,1,2,6,01,,29,Erwerb von beweglichen Anlagevermögen und immateriellen Vermögensgegenständen,1.2.6.01/0080.7834000,Auszahlung für den Erwerb immaterieller Vermögensgegenstände,Software," -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen",-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-7145.600000
4,1,2,6,01,,29,Erwerb von beweglichen Anlagevermögen und immateriellen Vermögensgegenständen,1.2.6.01/0100.7832000,Ausz. f.d. Erw. v. beweg. Vermögensgegenständen v. > 150  bis 1000 € o. UStr.,Anschaffungen 150 €  bis 1.000 € netto," -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen",-50000.000000,-72085.400000,-36900.000000,-86200.000000,-50000.000000,-50000.000000
4,1,2,6,01,,29,Erwerb von beweglichen Anlagevermögen und immateriellen Vermögensgegenständen,1.2.6.01/0200.7831000,Auszahl. f.d. Erw. von bewegl. Vermögengeg.st. von mehr als 1000 Euro ohne UStr.,Betriebs-und Geschäftsausstattungen," -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen",-38203.970000,-178000.000000,-128800.000000,-176000.000000,-40000.000000,-26000.000000
4,1,2,6,01,,29,Erwerb von beweglichen Anlagevermögen und immateriellen Vermögensgegenständen,1.2.6.01/0500.7831000,Auszahl. f.d. Erw. von bewegl. Vermögengeg.st. von mehr als 1000 Euro ohne UStr.,Fahrzeuge," -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen",-100000.000000,-217000.000000,-867000.000000,-1017000.000000,-358000.000000,-341026.040000
4,1,2,6,01,,29,Erwerb von beweglichen Anlagevermögen und immateriellen Vermögensgegenständen,1.2.6.01/7005.7834000,Auszahlung für den Erwerb immaterieller Vermögensgegenstände,Löschwasser-Zisterne Wohnpark Argenta," -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen",-48000.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,6,01,,31,Baumaßnahmen,1.2.6.01/1604.7851000,Auszahlungen für Hochbaumaßnahmen,Neubau Feuerwehr/ Bauhof Schierke," -Auszahlungen für Baumaßnahmen",-973631.610000,-50000.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,6,01,,31,Baumaßnahmen,1.2.6.01/1612.7851000,Auszahlungen für Hochbaumaßnahmen,Feuerwehr Minsleben Hallenumbau," -Auszahlungen für Baumaßnahmen",-226062.120000,-230000.000000,-30000.000000,-0.000000,-0.000000,-0.000000
4,1,2,6,01,,31,Baumaßnahmen,1.2.6.01/1613.7851000,Auszahlungen für Hochbaumaßnahmen,Feuerwehr Neubau 2 Lager-Doppelgaragen," -Auszahlungen für Baumaßnahmen",-0.000000,-30000.000000,-100000.000000,-0.000000,-0.000000,-0.000000
4,1,2,6,01,,31,Baumaßnahmen,1.2.6.01/3854.7852000,Auszahlungen für Tiefbaumaßnahmen,Löschwasserzisterne Bielsteinchaussee," -Auszahlungen für Baumaßnahmen",-0.000000,-20000.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,2,01,,4,öffentlich-rechtliche Leistungsentgelte,6311000,Verwaltungsgebühren,,,38594.620000,41500.000000,41500.000000,41500.000000,41500.000000,41500.000000
4,1,2,2,01,,4,öffentlich-rechtliche Leistungsentgelte,6321000,Benutzungsgebühren und ähnliche Entgelte,,,172348.180000,200000.000000,200000.000000,200000.000000,200000.000000,200000.000000
4,1,2,2,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6421000,Einzahlungen aus dem Verkauf von Vorräten,,,100.000000,230.000000,100.000000,100.000000,100.000000,100.000000
4,1,2,2,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6481000,Einzahlungen aus Kostenerstattungen vom Land,,,900.000000,900.000000,900.000000,900.000000,1006.950000,900.000000
4,1,2,2,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6484000,Einzahlungen aus Kostenerstattungen von gesetzlichen Sozialversicherungen,,,0.000000,0.000000,0.000000,21598.180000,0.000000,0.000000
4,1,2,2,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6485000,"Einzahl. aus Kostenerstattungen von verbund. Untern., Sondervermö. und Beteilig.",,,43200.000000,21300.000000,0.000000,0.000000,0.000000,0.000000
4,1,2,2,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6488000,Einzahlungen aus Kostenerstattungen von übrigen Bereichen,,,21885.330000,40000.000000,40000.000000,40000.000000,40000.000000,40000.000000
4,1,2,2,01,,6,sonstige Einzahlungen,6561000,Bußgelder,,,397752.980000,490000.000000,490000.000000,490000.000000,490000.000000,490000.000000
4,1,2,2,01,,6,sonstige Einzahlungen,6591000,Andere sonstige Einzahlungen aus laufender Verwaltungstätigkeit,,,0.000000,0.000000,0.000000,14177.250000,0.000000,0.000000
4,1,2,2,01,,9,Personalauszahlungen,7011000,Dienstauszahlungen und dgl. an Beamte,,,-74200.000000,-75700.000000,-77300.000000,-55875.920000,-71400.000000,-75300.000000
4,1,2,2,01,,9,Personalauszahlungen,7012000,Dienstauszahlungen und dgl. an Arbeitnehmer,,,-989100.000000,-1009000.000000,-1029300.000000,-1056357.380000,-1032400.000000,-969600.000000
4,1,2,2,01,,9,Personalauszahlungen,7021000,Beiträge zu Versorgungskassen für Beamte,,,-83800.000000,-85500.000000,-113909.600000,-94300.000000,-85100.000000,-82100.000000
4,1,2,2,01,,9,Personalauszahlungen,7022000,Beiträge zu Versorgungskassen für Arbeitnehmer,,,-43300.000000,-42827.960000,-43800.000000,-40600.000000,-41500.000000,-42400.000000
4,1,2,2,01,,9,Personalauszahlungen,7032000,Beiträge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer,,,-194900.000000,-198900.000000,-202900.000000,-207000.000000,-199800.020000,-202700.000000
4,1,2,2,01,,9,Personalauszahlungen,1.2.2.01.7041000,"Beihilfen, Unterstützungsleistungen für Beschäftigte",,,-6000.000000,-4600.000000,-4700.000000,-4800.000000,-4900.000000,-4350.690000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7231000,Auszahlungen für Mieten und Pachten,,,-50000.000000,-50000.000000,-20098.730000,-50000.000000,-45000.000000,-45000.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7241000,Bewirtschaftung der Grundstücke und baulichen Anlagen,,,-14918.030000,-22500.000000,-22500.000000,-22500.000000,-22500.000000,-22500.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7251000,Haltung von Fahrzeugen,,,-5312.440000,-4000.000000,-4000.000000,-4000.000000,-4000.000000,-4000.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7252000,Erwerb geringwertiger Vermögensgegenstände,,,-500.000000,-500.000000,-500.000000,-245.040000,-500.000000,-500.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7255000,Unterhaltung des sonstigen beweglichen Vermögens,,,-0.000000,-2000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7261000,Besondere zahlungswirksame Aufwendungen für Beschäftigte,,,-7500.000000,-7500.000000,-7500.000000,-4547.530000,-10000.000000,-7500.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7271000,Besondere Verwaltungs- und Betriebsauszahlungen,,,-1914.430000,-4500.000000,-4500.000000,-4500.000000,-4500.000000,-4500.000000
4,1,2,2,01,,11,Auszahlungen für Sach- und Dienstleistungen,7291000,Auszahlungen für sonstige Dienstleistungen,,,-90114.280000,-135000.000000,-135000.000000,-135000.000000,-135000.000000,-135000.000000
4,1,2,2,01,,13,Sonstige Auszahlungen,7411000,Sonstige Personal- und Versorgungsauszahlungen,,,-324.900000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,2,01,,13,Sonstige Auszahlungen,7429000,Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.),,,-555.000000,-600.000000,-600.000000,-600.000000,-600.000000,-600.000000
4,1,2,2,01,,13,Sonstige Auszahlungen,7431000,Geschäftsauszahlungen,,,-4500.000000,-2000.000000,-2000.000000,-2000.000000,-2000.000000,-978.780000
4,1,2,2,01,,13,Sonstige Auszahlungen,1.2.2.01.7431100,"Auszahlungen für Sachverständigen-,Gerichts-und ähnl.Kosten",,,-1345.780000,-2000.000000,-1500.000000,-1500.000000,-1500.000000,-1500.000000
4,1,2,2,01,,13,Sonstige Auszahlungen,1.2.2.01.7441000,"Steuern, Versicherungen, Schadensfälle",,,-3168.530000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,2,01,,13,Sonstige Auszahlungen,7450001,Erstattungen für die Auszahl. von Dritten aus lfd. Verwaltungstät. an den Bund,,,-576.520000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000
4,1,2,2,01,,13,Sonstige Auszahlungen,7458000,Erstatt. für die Auszahl. von Dritten aus lfd. Verwaltungstät. an übrige Ber.,,,-3350.000000,-4000.000000,-5500.000000,-5500.000000,-5500.000000,-5500.000000
4,1,2,2,01,,14,Zinsen und ähnliche Auszahlungen,7599000,Sonstige Finanzauszahlungen,,,-0.000000,-131336.900000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,2,02,,4,öffentlich-rechtliche Leistungsentgelte,6311000,Verwaltungsgebühren,,,160000.000000,165000.000000,165000.000000,165000.000000,165000.000000,156658.900000
4,1,2,2,02,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6483000,Einzahlungen aus Kostenerstattungen von Zweckverbänden,,,496.100000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
4,1,2,2,02,,6,sonstige Einzahlungen,6561000,Bußgelder,,,2500.000000,2500.000000,2500.000000,1350.000000,3000.000000,2500.000000
4,1,2,2,02,,9,Personalauszahlungen,7012000,Dienstauszahlungen und dgl. an Arbeitnehmer,,,-318750.110000,-323000.000000,-331200.000000,-338000.000000,-344800.000000,-351700.000000
4,1,2,2,02,,9,Personalauszahlungen,7022000,Beiträge zu Versorgungskassen für Arbeitnehmer,,,-12466.790000,-13900.000000,-14100.000000,-14400.000000,-14700.000000,-15000.000000
4,1,2,2,02,,9,Personalauszahlungen,7032000,Beiträge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer,,,-66700.000000,-68000.000000,-69500.000000,-70900.000000,-61296.300000,-63400.000000
4,1,2,2,02,,9,Personalauszahlungen,1.2.2.02.7041000,"Beihilfen, Unterstützungsleistungen für Beschäftigte",,,-1339.210000,-2000.000000,-1600.000000,-1700.000000,-1800.000000,-1900.000000
4,1,2,2,02,,11,Auszahlungen für Sach- und Dienstleistungen,7271000,Besondere Verwaltungs- und Betriebsauszahlungen,,,-0.000000,-900.000000,-900.000000,-900.000000,-900.000000,-900.000000
4,1,2,2,02,,12,Transferauszahlungen,7318000,Zuschüsse an übrige Bereiche,,,-18200.000000,-28000.000000,-25000.000000,-25000.000000,-25000.000000,-25000.000000
4,1,2,2,02,,13,Sonstige Auszahlungen,7411000,Sonstige Personal- und Versorgungsauszahlungen,,,-0.000000,-5.950000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,2,02,,13,Sonstige Auszahlungen,7431000,Geschäftsauszahlungen,,,-2805.950000,-6000.000000,-5000.000000,-5000.000000,-5000.000000,-5000.000000
4,1,2,2,02,,13,Sonstige Auszahlungen,7450001,Erstattungen für die Auszahl. von Dritten aus lfd. Verwaltungstät. an den Bund,,,-100257.450000,-125000.000000,-115000.000000,-115000.000000,-115000.000000,-115000.000000
4,1,2,2,03,,4,öffentlich-rechtliche Leistungsentgelte,6311000,Verwaltungsgebühren,,,93000.000000,75051.350000,91000.000000,60000.000000,60000.000000,93000.000000
4,1,2,2,03,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",6421000,Einzahlungen aus dem Verkauf von Vorräten (Stammbücher),,,2000.000000,7000.000000,4500.000000,4500.000000,7000.000000,7000.000000
4,1,2,2,03,,9,Personalauszahlungen,7011000,Dienstauszahlungen und dgl. an Beamte,,,-47146.600000,-47900.000000,-50100.000000,-49800.000000,-50800.000000,-51900.000000
4,1,2,2,03,,9,Personalauszahlungen,7012000,Dienstauszahlungen und dgl. an Arbeitnehmer,,,-158400.000000,-161500.000000,-151300.000000,-141000.000000,-125145.210000,-115800.000000
4,1,2,2,03,,9,Personalauszahlungen,7021000,Beiträge zu Versorgungskassen für Beamte,,,-24419.870000,-24900.000000,-26700.000000,-25900.000000,-26500.000000,-27100.000000
4,1,2,2,03,,9,Personalauszahlungen,7022000,Beiträge zu Versorgungskassen für Arbeitnehmer,,,-5571.580000,-4900.000000,-6600.000000,-6800.000000,-6500.000000,-6200.000000
4,1,2,2,03,,9,Personalauszahlungen,7032000,Beiträge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer,,,-31700.000000,-32400.000000,-30400.000000,-28400.000000,-25478.350000,-22700.000000
4,1,2,2,03,,9,Personalauszahlungen,1.2.2.03.7041000,"Beihilfen, Unterstützungsleistungen für Beschäftigte",,,-900.000000,-502.610000,-800.000000,-800.000000,-900.000000,-900.000000
4,1,2,2,03,,11,Auszahlungen für Sach- und Dienstleistungen,7231000,Auszahlungen für Mieten und Pachten,,,-7000.000000,-22000.000000,-22000.000000,-22000.000000,-22000.000000,-1350.000000
4,1,2,2,03,,11,Auszahlungen für Sach- und Dienstleistungen,7252000,Erwerb geringwertiger Vermögensgegenstände,,,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-0.000000
4,1,2,2,03,,11,Auszahlungen für Sach- und Dienstleistungen,7255000,Unterhaltung des sonstigen beweglichen Vermögens,,,-400.000000,-400.000000,-42.000000,-900.000000,-400.000000,-400.000000
4,1,2,2,03,,11,Auszahlungen für Sach- und Dienstleistungen,7271000,Besondere Verwaltungs- und Betriebsauszahlungen,,,-1100.000000,-804.500000,-1000.000000,-1100.000000,-1100.000000,-1100.000000
4,1,2,2,03,,11,Auszahlungen für Sach- und Dienstleistungen,7281000,Auszahlungen für den Erwerb von Vorräten (Stammbücher),,,-3872.900000,-7000.000000,-4500.000000,-4500.000000,-7000.000000,-7000.000000
4,1,2,2,03,,11,Auszahlungen für Sach- und Dienstleistungen,7291000,Auszahlungen für sonstige Dienstleistungen,,,-300.000000,-300.000000,-0.000000,-300.000000,-300.000000,-300.000000
4,1,2,2,03,,13,Sonstige Auszahlungen,7411000,Sonstige Personal- und Versorgungsauszahlungen,,,-286.200000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,1,2,2,03,,13,Sonstige Auszahlungen,7429000,Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.),,,-280.000000,-300.000000,-300.000000,-300.000000,-300.000000,-300.000000
4,1,2,2,03,,13,Sonstige Auszahlungen,7431000,Geschäftsauszahlungen,,,-286.880000,-1800.000000,-1900.000000,-1900.000000,-1900.000000,-1900.000000
4,2,1,1,01,,4,öffentlich-rechtliche Leistungsentgelte,2.1.1.01.6311000,Verwaltungsgebühren,,,500.000000,500.000000,415.840000,500.000000,500.000000,500.000000
4,2,1,1,01,,4,öffentlich-rechtliche Leistungsentgelte,2.1.1.01.6321000,Benutzungsgebühren und ähnliche Entgelte,,,1559.830000,2600.000000,2500.000000,4000.000000,4000.000000,4000.000000
4,2,1,1,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",2.1.1.01.6411000,Einzahlungen aus Mieten und Pachten,,,32709.360000,32700.000000,32700.000000,74400.000000,74400.000000,74400.000000
4,2,1,1,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",2.1.1.01.6461000,Sonstige privatrechtliche Leistungsentgelte,,,0.000000,0.000000,0.000000,0.000000,5456.990000,0.000000
4,2,1,1,01,,5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",2.1.1.01.6487000,Einzahlungen aus Kostenerstattungen von privaten Unternehmen,,,0.000000,0.000000,0.000000,0.000000,7023.020000,14500.000000
4,2,1,1,01,,9,Personalauszahlungen,2.1.1.01.7012000,Dienstauszahlungen und dgl. an Arbeitnehmer,,,-278800.000000,-284500.000000,-290300.000000,-296100.000000,-260288.260000,-265900.000000
4,2,1,1,01,,9,Personalauszahlungen,2.1.1.01.7022000,Beiträge zu Versorgungskassen für Arbeitnehmer,,,-12000.000000,-12300.000000,-12600.000000,-9992.930000,-11400.000000,-11700.000000
4,2,1,1,01,,9,Personalauszahlungen,2.1.1.01.7032000,Beiträge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer,,,-56100.000000,-57300.000000,-58400.000000,-59700.000000,-49788.810000,-52400.000000
4,2,1,1,01,,9,Personalauszahlungen,2.1.1.01.7041000,"Beihilfen, Unterstützungsleistungen für Beschäftigte",,,-1077.050000,-1600.000000,-1400.000000,-1500.000000,-1600.000000,-1700.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7211000,Unterhaltung der Grundstücke und baulichen Anlagen,,,-5000.000000,-44946.410000,-51500.000000,-5000.000000,-5000.000000,-5000.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7211014,Unterhaltung der Grundstücke und baulichen Anlagen-Gebäudemanagement,,,-563392.170000,-195000.000000,-503400.000000,-337300.000000,-255000.000000,-206500.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7221000,Unterhaltung des sonstigen unbeweglichen Vermögens,,,-767.290000,-2900.000000,-5400.000000,-4300.000000,-3900.000000,-4300.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7231000,Auszahlungen für Mieten und Pachten,,,-1035.000000,-2500.000000,-0.000000,-0.000000,-0.000000,-0.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7241000,Bewirtschaftung der Grundstücke und baulichen Anlagen,,,-227000.000000,-227000.000000,-221332.770000,-245900.000000,-228700.000000,-227400.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7252000,Erwerb geringwertiger Vermögensgegenstände,,,-24276.280000,-29000.000000,-16900.000000,-16400.000000,-23800.000000,-23800.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7255000,Unterhaltung des sonstigen beweglichen Vermögens,,,-4900.000000,-2500.000000,-2500.000000,-2500.000000,-2500.000000,-2127.230000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7261000,Besondere zahlungswirksame Aufwendungen für Beschäftigte,,,-900.000000,-900.000000,-900.000000,-900.000000,-900.000000,-575.080000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7271000,Besondere Verwaltungs- und Betriebsauszahlungen,,,-25250.290000,-35200.000000,-54900.000000,-34600.000000,-34700.000000,-34700.000000
4,2,1,1,01,,11,Auszahlungen für Sach- und Dienstleistungen,2.1.1.01.7291000,Auszahlungen für sonstige Dienstleistungen,,,-900.000000,-900.000000,-900.000000,-0.000000,-900.000000,-900.000000
4,2,1,1,01,,13,Sonstige Auszahlungen,2.1.1.01.7429000,Sonstige Auszahlungen für die Inanspruchnahme von Rechten und Diensten,,,-11224.500000,-22900.000000,-15300.000000,-13600.000000,-12100.000000,-12100.000000
4,2,1,1,01,,13,Sonstige Auszahlungen,2.1.1.01.7431000,Geschäftsauszahlungen,,,-11228.670000,-11000.000000,-9900.000000,-10000.000000,-10000.000000,-10000.000000
4,2,1,1,01,,13,Sonstige Auszahlungen,2.1.1.01.7431400,Auszahlungen für Beitragsservice (GEZ),,,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-349.800000
4,2,1,1,01,,13,Sonstige Auszahlungen,2.1.1.01.7441000,"Steuern, Versicherungen, Schadensfälle",,,-0.000000,-0.000000,-0.000000,-13838.790000,-0.000000,-0.000000
